Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Abilene,03/16/2015,78.2,45.3,61.5,42.8,,0.03,0,0,14,183.04,20.8,9.9,3,58.28,Rain
Abilene,03/17/2015,71.5,53.9,60.9,,,0.01,0,0,13.4,180.54,21.9,9.8,56.9,69.58,"Rain, Partially cloudy"
Abilene,03/18/2015,67.5,48.7,56.6,44.5,,0.05,0,0,11.4,274.88,,9.9,79.9,72.1,"Rain, Overcast"
Abilene,03/19/2015,79.3,56.5,67.4,,,0,0,0,19.3,192.96,27.7,9.7,60.8,69.49,Partially cloudy
Abilene,03/20/2015,56.4,48.6,51,43.3,,0.25,0,0,16,181.54,21.9,7.6,86,92.13,"Rain, Overcast"
Abilene,03/21/2015,54.9,49.8,52.4,47.7,,0.35,0,0,8.1,216.33,,8.1,87.6,90.77,"Rain, Overcast"
Abilene,03/22/2015,71.8,52.7,59.6,,,0.01,0,0,8,227.79,,8.7,55.1,79.35,"Rain, Partially cloudy"
Abilene,03/23/2015,82.2,54.5,67.7,,81.3,0,0,0,18.6,170.96,26.4,9.9,0,63.46,Clear
Abilene,03/24/2015,87,62.9,71.8,,83.6,0,0,0,22.1,211.92,34.9,9.9,0.4,53.98,Clear
Abilene,03/25/2015,85.4,55.3,71.5,,84,0,0,0,35.5,198.71,45.2,9.9,6.6,52.95,Clear
Abilene,03/26/2015,64,43.2,52.7,35.2,,0,0,0,30.8,173.71,40.4,9.9,26.3,51.54,Partially cloudy
Abilene,03/27/2015,75.6,43.1,59.6,38.9,,0,0,0,13.4,176.13,19.7,9.9,0,39.99,Clear
Abilene,03/28/2015,87.4,49.9,69.5,46.6,84,0,0,0,23.7,188.83,34.8,9.9,0.3,37.64,Clear
Abilene,03/29/2015,89.6,61.5,72.8,,86.4,0,0,0,24.5,154.5,32.2,9.9,0,38.94,Clear
Abilene,03/30/2015,82.2,51.1,65.9,,81.4,0,0,0,10.7,191.71,,9.9,1.8,58.77,Clear
Abilene,03/31/2015,85,64.3,73.3,,85.3,0,0,0,16.2,211.08,23,9.9,12.9,61.18,Clear
Abilene,04/01/2015,84.6,64.8,72.7,,82.8,0,0,0,23,180.21,30.2,9.6,37.7,64.1,Partially cloudy
Abilene,04/02/2015,91.7,66.1,77.8,,88.2,0,0,0,24.4,211.92,34,9.9,5.8,48.8,Clear
Abilene,04/03/2015,74.2,55,64.4,,,0,0,0,26.5,120.71,34.7,9.7,16.9,54.35,Clear
Abilene,04/04/2015,67.4,44.3,55.1,41.6,,0.04,0,0,15.9,94.71,19.7,9.9,35.7,45.32,"Rain, Partially cloudy"
Abilene,04/05/2015,65.7,52.3,58.5,,,0,0,0,16.1,164.58,23,9.6,81.1,83.12,Overcast
